"Title","Authors","Average_Rating","Ratings_Count","Language_Code","Num_Pages","Publication_Date","Publisher","Categories","Text_Reviews_Count","Theme"
"James Joyce's Ulysses","Stuart Gilbert",4.17,1991,"eng",405,1955,"Vintage","",92,"Other"
"The Darling","Russell Banks",3.78,1986,"en-US",400,2005,"Harper Perennial","Fiction",246,"Fiction"
"Suburban Nation: The Rise of Sprawl and the Decline of the American Dream","Andrés Duany/Elizabeth Plater-Zyberk/Jeff Speck",4.08,1980,"eng",320,2001,"North Point Press","Architecture",154,"Arts & Culture"
"The Zero","Jess Walter",3.51,1976,"eng",336,2006,"Harper","Fiction",297,"Fiction"
"Stargirl (Stargirl  #1)","Jerry Spinelli",3.76,1969,"eng",186,2004,"Laurel Leaf","Juvenile Fiction",252,"Young Adult and Children Fiction"
"Wanted!","Caroline B. Cooney",3.69,1969,"en-US",230,1997,"Scholastic Paperbacks","Juvenile Fiction",193,"Young Adult and Children Fiction"
"Exclusion & Embrace: A Theological Exploration of Identity  Otherness  and Reconciliation","Miroslav Volf",4.27,1967,"eng",306,1996,"Abingdon Press","Religion",131,"Religious & Spiritual"
"The World and Other Places: Stories","Jeanette Winterson",3.86,1962,"eng",240,2000,"Vintage","Fiction",110,"Fiction"
"The Magic Barrel","Bernard Malamud/Jhumpa Lahiri",3.99,1958,"en-US",240,2003,"Farrar  Straus and Giroux","Fiction",95,"Fiction"
"Who Was Anne Frank?","Ann Abramson/Nancy Harrison",4.26,1953,"eng",103,2007,"Penguin Workshop","Juvenile Nonfiction",293,"Young Adult and Children Fiction"
"Gabriel Garcia Marquez's Love in the Time of Cholera: A Reader's Guide","Thomas Fahy",4.24,1953,"eng",188,2003,"Bloomsbury Academic","Literary Criticism",84,"Fiction"
"The Active Side of Infinity","Carlos Castañeda",4.16,1952,"eng",288,1999,"Harper Perennial","Body, Mind & Spirit",70,"Health, Personal Development & Relationships"
"Alcestis","Euripides/William Arrowsmith",3.83,1950,"eng",142,1990,"Oxford University Press  USA","Medical",95,"Technology, Science & Animals"
"Terry Jones' Medieval Lives","Terry Jones/Alan Ereira",4.02,1950,"eng",240,2005,"BBC Books","History",155,"History & Historical Fiction"
"Dirty Jokes and Beer: Stories of the Unrefined","Drew Carey",3.53,1944,"eng",256,2000,"Hachette Books","Biography & Autobiography",93,"Biography & Autobiography"
"Slouching Toward Nirvana","Charles Bukowski/John   Martin",3.99,1937,"eng",288,2006,"Ecco","Poetry",105,"International Literature & Poetry"
"An Hour Before Daylight: Memories of a Rural Boyhood","Jimmy Carter",3.91,1935,"eng",288,2001,"Simon  Schuster","Biography & Autobiography",229,"Biography & Autobiography"
"Hunting the Hunter (On the Run  #6)","Gordon Korman",4.21,1928,"eng",151,2006,"Scholastic","Juvenile Fiction",85,"Young Adult and Children Fiction"
"There's No Place Like Here","Cecelia Ahern",3.67,1926,"eng",340,2007,"Hachette Books","Fiction",314,"Fiction"
"Frankenstein Makes a Sandwich","Adam Rex",4.21,1911,"eng",40,2006,"Harcourt","Juvenile Nonfiction",276,"Young Adult and Children Fiction"
"The Little House","Philippa Gregory",3.68,1910,"eng",368,1998,"HarperCollins Publishers","Country life",237,"Social Sciences & Philosophy"
"In the Land of White Death: An Epic Story of Survival in the Siberian Arctic","Valerian Albanov/Jon Krakauer/David  Roberts/Alison Anderson/Валериан Альбанов",4.01,1910,"eng",288,2001,"Modern Library","Biography & Autobiography",136,"Biography & Autobiography"
"Paradise Lost","John Milton/Gordon Teskey",3.82,1909,"eng",590,2004,"W. W. Norton & Company","Literary Criticism",120,"Fiction"
"Who Wants a Cheap Rhinoceros?","Shel Silverstein",3.96,1907,"eng",64,2002,"Simon  Schuster Books for Young Readers","Juvenile Fiction",124,"Young Adult and Children Fiction"
"The Gunslinger (The Dark Tower #1)","Stephen King",3.96,1902,"eng",315,1989,"Signet","Fiction",227,"Fiction"
"Muhammad: A Prophet for Our Time","Karen Armstrong",4.08,1896,"eng",256,2006,"Eminent Lives","Biography & Autobiography",202,"Biography & Autobiography"
"Clea (The Alexandria Quartet #4)","Lawrence Durrell",4.18,1896,"en-US",288,1991,"Penguin Books","Fiction",124,"Fiction"
"Cosmos","Witold Gombrowicz/Danuta Borchardt",4.03,1896,"eng",208,2005,"Yale University Press","Fiction",129,"Fiction"
"A Savage War of Peace: Algeria  1954-1962","Alistair Horne",4.23,1895,"eng",608,2006,"New York Review of Books","History",178,"History & Historical Fiction"
"Odes to Common Things","Pablo Neruda/Ferris Cook/Ken Krabbenhoft",4.39,1885,"eng",152,1994,"Bulfinch","Poetry",105,"International Literature & Poetry"
"Queen of Scots: The True Life of Mary Stuart","John Guy",3.93,1882,"eng",581,2004,"Houghton Mifflin","History",155,"History & Historical Fiction"
"The Forsaken (Vampire Huntress  #7)","L.A. Banks",4.35,1878,"eng",448,2006,"St. Martin's Griffin","Fiction",36,"Fiction"
"The Crack in Space","Philip K. Dick",3.46,1878,"eng",188,2005,"Vintage","Fiction",142,"Fiction"
"Mad Cowboy: Plain Truth from the Cattle Rancher Who Won't Eat Meat","Howard F. Lyman/Glen Merzer",4.13,1877,"en-US",224,2001,"Scribner","Health & Fitness",171,"Health, Personal Development & Relationships"
"The Confidence-Man","Herman Melville/Tony Tanner/John Dugdale",3.65,1876,"eng",361,1999,"Oxford University Press","Literary Criticism",161,"Fiction"
"American Gospel: God  the Founding Fathers  and the Making of a Nation","Jon Meacham",3.8,1876,"eng",399,2006,"Random House (NY)","History",244,"History & Historical Fiction"
"Shattered Sword: The Untold Story of the Battle of Midway","Jonathan Parshall/Anthony Tully",4.42,1876,"eng",612,2005,"Potomac Books","History",161,"History & Historical Fiction"
"Perfectly Reasonable Deviations from the Beaten Track: Letters of Richard P. Feynman","Richard P. Feynman/Michelle Feynman",4.25,1874,"en-US",512,2005,"Basic Books","Biography & Autobiography",93,"Biography & Autobiography"
"The 7 Habits of Highly Effective People Personal Workbook","Stephen R. Covey",4.24,1874,"eng",192,2004,"Simon  Schuster","Self-Help",114,"Health, Personal Development & Relationships"
"The Most of P.G. Wodehouse","P.G. Wodehouse",4.48,1872,"eng",701,2000,"Simon & Schuster","Fiction",106,"Fiction"
"Heart Songs and Other Stories","Annie Proulx",3.94,1871,"eng",203,1995,"Scribner","Fiction",127,"Fiction"
"Hercule Poirot's Casebook (Hercule Poirot  #42)","Agatha Christie",4.31,1865,"eng",861,1998,"G.P. Putnam's Sons","Detective and mystery stories",52,"Mystery & Detective"
"Masters of Death: The SS-Einsatzgruppen and the Invention of the Holocaust","Richard Rhodes",4.05,1864,"en-US",335,2003,"Vintage","History",93,"History & Historical Fiction"
"The Rescue (Kidnapped  #3)","Gordon Korman",4.11,1864,"eng",140,2006,"Scholastic Books","Juvenile Fiction",117,"Young Adult and Children Fiction"
"Complete Tales and Poems","Edgar Allan Poe",4.38,1864,"eng",864,2009,"Castle Books","Fiction",110,"Fiction"
"The Living Blood (African Immortals  #2)","Tananarive Due",4.34,1862,"en-US",515,2002,"Washington Square Press","Fiction",124,"Fiction"
"The Discovery (Dive  #1)","Gordon Korman",3.72,1858,"eng",141,2003,"Apple Paperbacks (Scholastic)","Juvenile Fiction",135,"Young Adult and Children Fiction"
"Dragon's Gate (Golden Mountain Chronicles  #3)","Laurence Yep",3.67,1845,"en-US",352,2001,"HarperCollins","Juvenile Fiction",128,"Young Adult and Children Fiction"
"The School Skeleton (A to Z Mysteries  #19)","Ron Roy/John Steven Gurney",3.99,1844,"en-US",96,2003,"Random House Books for Young Readers","Juvenile Fiction",70,"Young Adult and Children Fiction"
"House of Incest","Anaïs Nin/Val Telberg",3.8,1843,"eng",72,1991,"Swallow Press","Fiction",143,"Fiction"
"Surely You're Joking  Mr. Feynman!","Richard P. Feynman",4.28,1837,"eng",350,2006,"Vintage","Physicists",178,"Technology, Science & Animals"
"Good Faith","Jane Smiley",3.26,1837,"eng",432,2004,"Anchor Books","Fiction",245,"Fiction"
"The Time of Our Singing","Richard Powers",4.25,1836,"eng",631,2004,"Vintage","African Americans",245,"Social Sciences & Philosophy"
"Stork Naked (Xanth  #30)","Piers Anthony",3.88,1833,"en-US",304,2006,"Tor Books","Fiction",31,"Fiction"
"The Wall","John Hersey",4.28,1829,"eng",640,1988,"Vintage Books","Fiction",57,"Fiction"
"Heaven's Price","Sandra Brown",3.54,1828,"eng",240,1995,"Bantam (Fanfare Imprint)","Fiction",58,"Fiction"
"America (The Book): A Citizen's Guide to Democracy Inaction  (Teacher's Edition)","Jon   Stewart/Scott C. Jacobson",4.02,1827,"en-GB",227,2006,"Warner Books","Humor",116,"Fiction"
"Madouc (Lyonesse  #3)","Jack Vance",4.15,1825,"eng",426,1991,"Ace Books","Fiction",71,"Fiction"
"Duel","Richard Matheson/Ray Bradbury",4.04,1824,"eng",400,2003,"Tor Books","Fiction",71,"Fiction"
"Love Beyond Reason","Rachel Ryan/Sandra Brown",3.64,1822,"eng",272,2005,"Grand Central Publishing","Fiction",90,"Fiction"
"Erotism: Death and Sensuality","Georges Bataille/Mary Dalwood",4.11,1818,"eng",288,2001,"City Lights Publishers","Philosophy",55,"Social Sciences & Philosophy"
"Mockingbird Wish Me Luck","Charles Bukowski",4.13,1818,"eng",160,2002,"Ecco","Fiction",85,"Fiction"
"The Bon Appetit Cookbook","Barbara Fairchild",4.07,1816,"eng",816,2006,"Houghton Mifflin Harcourt","Cooking",22,"Health, Personal Development & Relationships"
"Changeling","Roger Zelazny",3.72,1815,"eng",244,2003,"iBooks","Fiction",41,"Fiction"
"Bridge to Terabithia","Katherine Paterson/Donna Diamond",4,1811,"en-US",191,2008,"HarperTeen","Juvenile Fiction",152,"Young Adult and Children Fiction"
"The Essential Kierkegaard","Søren Kierkegaard/Howard Vincent Hong/Edna Hatlestad Hong",4.2,1807,"eng",524,2000,"Princeton University Press","Philosophy",44,"Social Sciences & Philosophy"
"The Bridegroom","Ha Jin",3.77,1800,"eng",240,2001,"Vintage","Fiction",168,"Fiction"
"War of the Rats","David L. Robbins",4.11,1800,"eng",512,2000,"Bantam","Fiction",127,"Fiction"
"The Short History of a Prince","Jane Hamilton",3.65,1799,"eng",432,1999,"Black Swan","Ballet dancers",121,"Arts & Culture"
"The Myth of the Eternal Return or  Cosmos and History","Mircea Eliade/Willard R. Trask",4.24,1799,"eng",195,1971,"Princeton University Press","Social Science",64,"Social Sciences & Philosophy"
"A Conflict of Visions: Ideological Origins of Political Struggles","Thomas Sowell",4.31,1797,"eng",304,2002,"Basic Books","History",166,"History & Historical Fiction"
"The Creation of the American Republic  1776-1787","Gordon S. Wood",4.12,1792,"eng",675,1998,"Omohundro Institute and University of North Carolina Press","Political science",43,"Education, Business & Economics"
"Created in Darkness by Troubled Americans: The Best of McSweeney's Humor Category","Dave Eggers/Kevin Shay/Lee Epstein/Suzanne Kleid/McSweeney's Publishing",3.75,1791,"eng",249,2005,"Vintage","Humor",146,"Fiction"
"Star Wars: Knights of the Old Republic  Vol. 1: Commencement (Star Wars: Knights of the Old Republic  #1)","John Jackson Miller/Travis Charest/Michael Atiyeh/Brian Ching/Travel Foreman",4.07,1791,"eng",152,2006,"Dark Horse Comics","Comics & Graphic Novels",100,"Other"
"The Coal Tattoo","Silas House",4.04,1789,"eng",368,2005,"Ballantine Books","Fiction",144,"Fiction"
"Cybernation (Tom Clancy's Net Force  #6)","Steve Perry/Tom Clancy/Steve Pieczenik",3.76,1789,"eng",368,2001,"Berkley","Fiction",19,"Fiction"
"Graphic Storytelling and Visual Narrative","Will Eisner",4.08,1789,"en-US",164,1996,"Poorhouse Press","Literary Criticism",30,"Fiction"
"Sweet Revenge","Lynsay Sands",3.99,1786,"eng",400,2004,"Leisure Books","Fiction",90,"Fiction"
"The Fourth Book of Lost Swords: Farslayer's Story (Lost Swords  #4)","Fred Saberhagen",3.84,1784,"en-US",252,1990,"Tor Books","Fiction",8,"Fiction"
"The Outsider","Richard Wright",4.16,1779,"en-US",672,2003,"Harpperen","Fiction",76,"Fiction"
"Palm-of-the-Hand Stories","Yasunari Kawabata/Lane Dunlop/J. Martin Holman",3.99,1777,"eng",288,2006,"Farrar  Straus and Giroux","Fiction",129,"Fiction"
"Last Train to Paradise: Henry Flagler and the Spectacular Rise and Fall of the Railroad that Crossed an Ocean","Les Standiford",4.03,1776,"eng",288,2003,"Broadway Books","History",282,"History & Historical Fiction"
"Running from Safety: An Adventure of the Spirit","Richard Bach",3.79,1775,"eng",368,1995,"Delta","Biography & Autobiography",54,"Biography & Autobiography"
"Chimera","John Barth",3.73,1775,"en-US",308,2001,"Mariner Books","Fiction",86,"Fiction"
"Star Wars and Philosophy: More Powerful than You Can Possibly Imagine","Kevin S. Decker/Jason T. Eberl/William Irwin/George Lucas/William O. Stephens/Walter Ritoku Robinson/Richard H. Dees/Judith A. Barad/Elizabeth F. Cooke/Richard Hanley/Jerold J. Abrams/Robert Arp/Jan-Erik Jones",4.05,1774,"eng",227,2005,"Open Court","Performing Arts",35,"Arts & Culture"
"Once Upon a Cool Motorcycle Dude","Kevin O'Malley/Carol Heyer/Scott Goto",4.08,1773,"eng",32,2005,"Walker & Company","Juvenile Fiction",274,"Young Adult and Children Fiction"
"Desolation Jones: Made in England","Warren Ellis/J.H. Williams III",3.93,1767,"eng",144,2006,"Wildstorm","Comics & Graphic Novels",76,"Other"
"Everything Is Illuminated","Jonathan Safran Foer",3.9,1764,"eng",276,2005,"Harper Perennial","Fiction",191,"Fiction"
"Indian Givers: How the Indians of the Americas Transformed the World","Jack Weatherford",4.11,1760,"eng",288,1989,"Ballantine Books","History",135,"History & Historical Fiction"
"Flinx's Folly (Pip & Flinx #9)","Alan Dean Foster",3.94,1755,"eng",288,2004,"Del Rey","Fiction",21,"Fiction"
"Limitations (Kindle County Legal Thriller #7)","Scott Turow",3.33,1750,"eng",208,2006,"Picador","Fiction",228,"Fiction"
"The Cloud Atlas","Liam Callanan",3.38,1748,"en-GB",368,2004,"Dial Press","Fiction",260,"Fiction"
"When She Was Good","Philip Roth",3.53,1748,"eng",320,1995,"Vintage","Fiction",149,"Fiction"
"The Man Who Loved Jane Austen (The Man Who Loved Jane Austen #1)","Sally Smith O'Rourke",3.37,1745,"eng",303,2006,"Kensington","Fiction",229,"Fiction"
"Love Poems","Nikki Giovanni",4.26,1743,"eng",96,1997,"William Morrow","Poetry",134,"International Literature & Poetry"
"Gloriana","Michael Moorcock",3.65,1742,"eng",496,2004,"Aspect","Fiction",64,"Fiction"
"Bliss","Lynsay Sands",3.97,1742,"eng",394,2001,"Leisure Books","Fiction",108,"Fiction"
"Being Dead Is No Excuse: The Official Southern Ladies Guide to Hosting the Perfect Funeral","Gayden Metcalfe",3.86,1741,"en-US",243,2005,"Hyperion Books","Cooking",272,"Health, Personal Development & Relationships"
"Kilo Class (Admiral Arnold Morgan  #2)","Patrick Robinson",4.05,1738,"eng",512,1999,"HarperPaperbacks","Fiction",58,"Fiction"
"A Void","Georges Perec/Gilbert Adair",3.8,1736,"eng",284,2005,"Verba Mundi","Fiction",155,"Fiction"
"Hen's Teeth and Horse's Toes: Further Reflections in Natural History","Stephen Jay Gould",4.1,1730,"eng",413,1994,"W.W. Norton & Company (NY)","Nature",43,"Technology, Science & Animals"
"Moments of Being: A Collection of Autobiographical Writing","Virginia Woolf/Jeanne Schulkind",4.26,1729,"eng",230,1985,"Mariner Books","Biography & Autobiography",121,"Biography & Autobiography"
"I. Asimov","Isaac Asimov",4.2,1729,"eng",578,1995,"Bantam","Biography & Autobiography",97,"Biography & Autobiography"
"Planet of Slums","Mike  Davis",3.92,1727,"eng",228,2006,"Verso","Political Science",173,"Education, Business & Economics"
"Stone Tables","Orson Scott Card",3.87,1726,"eng",448,2000,"Shadow Mountain","Fiction",133,"Fiction"
"A Confederate General from Big Sur / Dreaming of Babylon / The Hawkline Monster","Richard Brautigan",4.25,1724,"en-US",608,1991,"Mariner Books","Fiction",103,"Fiction"
"Laughing Gas","P.G. Wodehouse",3.89,1723,"eng",286,2002,"Harry N. Abrams","Fiction",129,"Fiction"
"Nausicaä of the Valley of the Wind  Vol. 7 (Nausicaä of the Valley of the Wind  #7)","Hayao Miyazaki/Matt Thorn/Kaori Inoue/Joe Yamazaki/Walden Wong/Izumi Evers",4.61,1716,"eng",223,2004,"VIZ Media","Comics & Graphic Novels",79,"Other"
"Gimpel the Fool and Other Stories","Isaac Bashevis Singer/Saul Bellow/Allegra Goodman",4.16,1715,"eng",224,2006,"Farrar  Straus and Giroux","Fiction",63,"Fiction"
"Tidings of Great Joy","Sandra Brown",3.62,1707,"eng",231,1999,"Bantam","Fiction",74,"Fiction"
"Creatures of the Night","Neil Gaiman/Michael Zulli",3.83,1706,"eng",46,2004,"Dark Horse Books","Comics & Graphic Novels",171,"Other"
"The Republic of Plato","Plato/Allan Bloom",3.94,1699,"eng",487,1991,"Basic Books","Philosophy",125,"Social Sciences & Philosophy"
"Howl's Moving Castle Picture Book (Howl's Moving Castle Film Comics  #1)","Hayao Miyazaki/Diana Wynne Jones",4.41,1696,"eng",184,2005,"VIZ Media LLC","Comics & Graphic Novels",86,"Other"
"A War Like No Other: How the Athenians & Spartans Fought the Peloponnesian War","Victor Davis Hanson",4.11,1693,"eng",397,2006,"Random House","History",100,"History & Historical Fiction"
"The Ultramarines Omnibus (Ultramarines #1-3)","Graham McNeill",3.97,1691,"eng",768,2008,"Games Workshop","Fiction",67,"Fiction"
"Beowulf: A New Telling","Robert Nye",3.5,1690,"eng",94,1982,"Dell","Fiction",326,"Fiction"
"The Samurai","Shūsaku Endō/Van C. Gessel",3.96,1689,"eng",272,1997,"New Directions","Fiction",157,"Fiction"
"The Last Days of Socrates","Plato/Hugh Tredennick/Harold Tarrant",4.08,1686,"eng",256,2003,"Penguin Classics","Fiction",111,"Fiction"
"The Boy Who Couldn't Die","William Sleator",3.68,1683,"eng",161,2005,"Harry N. Abrams","Juvenile Fiction",247,"Young Adult and Children Fiction"
"Some Ether","Nick Flynn",4.16,1683,"eng",85,2000,"Graywolf Press","Poetry",87,"International Literature & Poetry"
"God Created the Integers: The Mathematical Breakthroughs That Changed History","Stephen Hawking",4.07,1682,"eng",1160,2005,"Running Press Book Publishers","Mathematics",51,"Technology, Science & Animals"
"Lay Down My Sword And Shield (Hackberry Holland  #1)","James Lee Burke",3.89,1680,"eng",320,2003,"Orion","English fiction",117,"Fiction"
"Jonah's Gourd Vine","Zora Neale Hurston",3.99,1679,"eng",229,1990,"Amistad","Fiction",82,"Fiction"
"What Uncle Sam Really Wants","Noam Chomsky/Arthur Naiman/David Barsamian/Sandy Niemann",3.99,1679,"eng",111,1992,"Odonian Press","History",133,"History & Historical Fiction"
"More Twisted: Collected Stories Vol. II","Jeffery Deaver",3.84,1673,"eng",433,2007,"Simon & Schuster","Fiction",112,"Fiction"
"The Collected Stories of Isaac Bashevis Singer","Isaac Bashevis Singer/Herb Johnson",4.37,1665,"eng",624,1983,"Farrar  Straus and Giroux","Fiction",92,"Fiction"
"A Gift Of Wings","Richard Bach",3.79,1664,"eng",299,2001,"Sidgwick & Jackson Ltd","Air pilots",44,"Travel & Places"
"Neuromancer","William Gibson",3.9,1647,"eng",384,2004,"Ace","Fiction",175,"Fiction"
"The Chomsky Reader","Noam Chomsky",3.98,1643,"eng",492,1988,"Serpent's Tail","Estados Unidos - Relaciones exteriores - 1945-1989",38,"History & Historical Fiction"
